"component","bagofwords","transformed_bagofwords"
"org.wordpress.android.WordPress","protected boolean Thread Runnable public void long time Delete System current Time Millis Stats Table CACHE MINUTES delete Word Press Context start return true static Bitmap Cache null Memory Runtime cache Size Override Create super Date Clock elapsed Realtime this Profiling Utils Startup enable Recording UTILS Package Debug Build Fabric with Crashlytics version Name Version init Http Response Event EVENT builder Subscriber Messages false send throw Exception install Default register Rest Client User Agent setup Volley Queue Lock Manager Instance Available Feature Enabled Current Disabled Activities String wordpress android Share Intent Receiver Activity Helpshift Helper Application Lifecycle Monitor application Component Callbacks Analytics apply Locale called before activity service receiver while background sticky want make network request other heavy tasks This deferred Init method when user starts first sees screen allows have calls startup instead Deferred Initialisation check Play Services Registration class configure Simperium Account Signed fetch Details Request HTTP Stack image Loader Image Batched Delay Auth Authenticator authenticator Factory instantiate Failed Listener post Core Events Unauthorized REST CLIENT VERSIONS connection Result Google switch case Connection SUCCESS SERVICE UPDATE REQUIRED Error Dialog default MISSING DISABLED INVALID NOTIFS unavailable result currently active blog already determine last from used just select Blog Visible Remote attempt Restore Last Active specified param retrieve could retrieved catch Object accounts Blogs Integer value Hidden Visibility returns remote wpcom Note must context Tracker track ACCOUNT LOGOUT remove Related Data Completely Suppress Warnings unused Main event Self Certs empty Store File General Security cleaning flush Session clear Abstract Password dangerously Content cancel Requests Notifications unregister Device Push Config Text Empty Token Cloud Messaging INSTANCE SCOPE Could signout Prefs reset Reader Database Widget Provider update Widgets Logout Buckets Deauthorize Login login Gson gson Type type Options Json home Index substring else replace xmlrpc CODES JELLY BEAN Settings View Android Null Pointer USER AGENT APPNAME Returns locale parameter which require response localized Params device Language Code params Hash ","reauthor cla thi post unregist sign boolean profil stack jelli listen rest user cloud els visibl account compon para valu super loader receiv fig tabl current shift screen imag appli unauthor unus defer life unavail secur protect instanti size debug volley background callback cert self proxim method public featur fail updat clean instanc imperi miss name blog widget bucket index error appanag messag motif password object login string version code network registr date client empti reset fals setup void runtim manag succ remot request track record analyt text scope hash dialog mealtim remov view applic invalid connect auto activ databas initi allow specifi help creat type datum system option pre hidden intent call pref queue lock suppr abstract throw minut paralyt fetch logout build builder determin task store content util local fabric factori monitor notif oogl bitmap memori time delay main detail pointer share heavi play except integ note flush requir agent disabl set subscrib select result switch cach elaps enabl startup static default restor instead reader packag languag context substr return true home event mill relat con runnabl catch configur check comp danger authent helper respons instal stat send core avail servic attempt paramet clock intu regist file bean null token complet cycl push android warn word session retriev replac delet sticki batch son thread devic provid cancel tracker start overrid"
"org.wordpress.android.Constants","",""
"org.wordpress.android.util.AutolinkUtilsTest","public void test Null String Autolink Utils auto Create Links null Empty source Test output assert Equals Blacklisted http expected href nhttp youtube watch Mixed Urls salut hello Existing Href Undetectable testhttp ","string curl expect exist mix empti util void sourc watch hello output null ref talu auto tube assert public testi blacklist creat equal link test undetect"
"org.wordpress.android.util.WPHtmlTest","public void test Start throws Such Method Exception Illegal Access Spannable String Builder text Attributes attributes Impl Html Spanned Converter converter null method class Declared start Image Getter Accessible true invoke catch Invocation Target assert True failed false ","string acc invoc throw nnabel cla builder true fals void declar catch invok attribut convert text imag span except access null method assert public fail illeg target imp getter test start"
"org.wordpress.android.util.WPUrlUtilsTest","public void test Safe Auth Token assert False Utils safe Word Press wpcom Address True Wpcom build WPCOM String WPCOMURL WPCOMURI NOTWPCOM ","void string safe addr word true compris token composur pre util comp auto build noncom assert public test fals"
"org.wordpress.android.util.UrlUtilsTest","public void test Host assert Equals Utils http https ","host void equal util assert public test"
"org.wordpress.android.util.ApiHelperTest","public Helper Test super Factory Utils init With Factories void test Refresh Blog Content throws Interrupted Exception XMLRPC Prefix Instances malformed software version final Count Down Latch count dummy Task Generic Callback Override Success assert True true Failure Error Type error String Message Throwable throwable false execute await Time Unit SECONDS Empty Response empty Spam Spammed Comment Mode CUSTOMIZABLE comment already spammed null edit Status SPAM Equals ","string version throw malform content latch task gener empti count util true fals void abl factori execut succ final time edit comment super helper respons unit spasm refresh statu intu except callback prefix null proxim mode assert public dummi customiz instanc type await blog softwar pam equal error messag test interrupt failur overrid"
"org.wordpress.android.util.GenericCallback","public void callback ",""
"org.wordpress.android.util.CrashlyticsUtils","public static void Exception Throwable Type exception String message Fabric Initialized return null Crashlytics name MESSAGE EXCEPTION Extra value Float float Bool boolean ","abl void string type except throw float name null paralyt bolo initi extra valu boolean return public messag fabric static"
"org.wordpress.android.util.AniUtils","public long Millis Context context switch this case LONG return Resources Integer android integer config Anim Time MEDIUM medium default short ","android default aim integ switch thi time medium short context return fig public con mill resourc"
"org.wordpress.android.util.WPWebViewClient","public View Client Blog blog super this Token Account Helper Default Access Override boolean should Loading view String equals file android asset webkit load return true void Page Finished Started Bitmap favicon Received Http Auth Request Handler handler host realm null Valid HTTP Credentials domain From Utils Host Scheme Needed false current Domain proceed Httpuser Httppassword Error error Self Signed Certs Manager Instance Context Certificate Trusted catch General Security Exception Resource Response Intercept string image Private Image make Https Malformed READER safe Word Press Text Empty Connection open Property Authorization Bearer Read Timeout Rest REST TIMEOUT response Content Type Encoding Input Stream Class Cast POSTS Invalid connection type post detail request Message ","acc bearer cla thi post sign boolean proceed rest author account super receiv current imag secur cert self valid public host instanc blog error password messag string input client trust empti fals page void safe manag avion intercept request text view invalid connect auto finish type read pre encod load realm malform content handler util credenti kit bitmap scheme detail properti privat except euser web default asset reader context return stream true catch domain helper respons timeout cast resourc file null token certif android word equal start overrid"
"org.wordpress.android.util.AuthenticationDialogUtils","Shows toast message unless there authentication issue which will show alert dialog public static void Toast Auth Alert Context context Volley Error error String friendly Message null return boolean Invalid Token false JSON Object Utils volley description code equals invalid request Lower Case contains incorrect username password true else token catch Exception instanceof Activity View fallback Text Empty string generic Limit reached limit Duration LONG activity Dialog Fragment DEFAULT RESOURCE title final ALERT credentials Finishing Word Press Current Blog Dotcom Flag Intent sign Sign class Extra AUTH ERROR Flags FLAG ACTIVITY SINGLE start Result REQUEST CODE Manager find Transaction begin Title commit Allowing State Loss ","issu string default unl code toast cla sign boolean context gener return transact empti util true fals user els void credenti start manag catch final fragment password request authent durat com text current dialog singl resourc alert except volley view incorrect begin null token callback invalid descript auto activ public reach titl extra allow finish friendli instanc limit word dot son equal name blog contain flag pre result error intent lower messag commit object static"
"org.wordpress.android.util.HelpshiftHelper","public String return Value static tags null length synchronized Helpshift Helper Instance void init Application application Hash Boolean config enable Notification false Core Support install Build Config HELPSHIFT DOMAIN Delegate Override session Began Ended Conversation Started user Replied Analytics Tracker track Stat SUPPORT SENT REPLY MESSAGE Completed Customer Satisfaction Survey display Attachment File file Receive Show conversation activity Automatically default metadata this show Activity origin ORIGIN UNKNOWN Object properties SCREEN OPENED Tags users start from screen Register device token servers param registration register Device Token Context context Text Utils Empty Metadata Array Handle push notification handle Push Intent intent conversations object store careful with type used Nothing specified documentation Better needed specific like Data ","string messag custom attach default handl specif registr sent thi store build boolean context return empti text util document fals support con user void repli start notif para valu domain automat helper fig instal core analyt track shift hash session stat receiv intu properti screen deleg file regist applic null token synchron length complet metum activ convers public origin unknown specifi push help array instanc display datum care type tag enabl satisfact survey devic server intent tracker object static overrid"
"org.wordpress.android.util.WPActivityUtils","public static void Toolbar Dialog final Fragment context dialog String title Added null return toolbar Build VERSION CODES JELLY BEAN find View android list Linear Layout root Parent Inflater from Activity inflate wordpress layout false else content Group Child instanceof List remove Views height Typed Value Theme resolve Attribute attr action Size true complex Dimension Pixel data Resources Display Metrics Height Padding Window Animations style Text Visibility VISIBLE Title Content Insets Absolute Navigation Icon drawable arrow back white Click Listener Override dismiss Checks link first child element given removes exists Originally added prevent crash that occurs with nested Preference Screens Utils reproduced turning keep activities Developer options From Status Color window color LOLLIPOP clear Flags Manager Params FLAG TRANSLUCENT STATUS DRAWS SYSTEM BACKGROUNDS Context hide Keyboard view Input Method input System Service INPUT METHOD SERVICE Soft Token apply Locale Shared Preferences shared Default contains Settings LANGUAGE PREF Configuration locale Language Country Empty equals resources conf update Themed Compat Action Support ","tart window absolut jelli listen els visibl dimens final para valu screen statu appli size background method icon origin public prefer updat instanc flag link child soft drawabl string layout transluc input compact version code crash reproduc exist nest prevent empti fals void manag parent fragment keyboard lollipop arrow attribut text dialog linear tool remov view draw color activ type datum root system option pre pref anim dismi content build pad util list local click share resolv white countri set inflat display style develop static default navig languag context return pixel true support con occur configur check action hide servic bar resourc theme bean null metric token titl element android inset word complex equal contain height overrid"
"org.wordpress.android.util.WPUrlUtils","public static boolean safe Word Press Auth Token String return Utils Https Host ends With wordpress equals null false Gravatar gravatar ","host string safe word avatar equal null token pre util boolean auto return public fals static"
"org.wordpress.android.util.WPHtml","Returns displayable styled text from provided HTML string tags will generic replacement image which your program then through with real images This uses Soup handle including brokenness found wild public static Spanned Html String source Context Post post Image Width return null specified Getter request representation want this Handler unknown specify Parser parser Property schema catch Recognized Exception throw Runtime Supported Converter converter Builder within gallery shortcode Media Gallery Shortcode Random orderby rand Type equals columns Columns else type Retrieve span content media file that exists server Content File length boolean Video Source Text Utils Empty Press Code Height mime Mime format video width height controls href Click view alignment switch Horizontal Alignment case alignnone break alignleft aligncenter alignright class size full title Title caption Caption inline local Blog current Word instantiate Local Integer Original Size Math Dotcom Flag html Encode ","cla thi post boolean represent els none break rand real orderli inclin convert current imag math random instanti size ref unknown public origin center flag blog string found schema code exist empti runtim short request sourc text ymi view medium length specifi type galleri control mime dot pre encod tag getter wild program horizont throw left includ builder handler content util local click width com align properti span parser soup except integ brokenn display switch style server static handl caption gener context return support catch video format recogn column file null titl word replac retriev equal height provid"
"org.wordpress.android.util.WPLinkMovementMethod","public static Link Movement Method Instance null return Override boolean Touch Event Text View text Spannable buffer Motion event super catch Activity Found Exception UTILS show Tapped Context true ","found nnabel boolean context return util true event buffer catch tap static super text touch movement except view null method activ public instanc link motion overrid"
"org.wordpress.android.util.DateTimeUtils","public static String java Date Time Span final date null return long passed current System Millis seconds Since Word Press Context string reader timespan minutes Long hours days Utils format FORMAT YEAR ABBREV Java Format formatter parse catch Parse Exception local Local Zone Default Offset From Daylight Savings Between Diff milliseconds Math Timestamp boolean Same Year false Month timestamp Stamp util ","string default reader pass date minut boolean context save return util local fals mill abbrev catch ava final millisecond time format current math span timestamp month except stamp null duff public timespan day word pars formatt system daylight hour pre offset zone static"
"org.wordpress.android.util.BitmapLruCache","public Bitmap Cache Size super Override String return this void bitmap ","void string size bitmap cach thi super return public overrid"
"org.wordpress.android.util.CoreEvents","",""
"org.wordpress.android.util.WPPrefUtils","Gets preference sets link android Preference Change Listener public static Click Fragment listener find String null return Removes from Category with given void remove parent Name Group child Font Default Style Normal Variation Typeface Context context Cache FAMILY DEFAULT NORMAL Bold Light Semibold LIGHT BOLD Styles Text View display large title against dark background layout Title view size Resources Dimension Pixel Size dimen extra Attributes color white light Dark grey medium sized header elements Subhead Enabled lighten smaller Body darken very helper Caption button Flat Button blue Raised editable field Input Edit Hint Color Single Line true selected numbers widget Number Picker Selected triple Peek typeface Typed Value COMPLEX UNIT locale language code Locale Code Utils Empty length REGION LANG CODE substring SUBSTRING INDEX Creates codes Word Press generate Language Activity activity Array array Codes Hash Generates strings Used entries Nullable Pair create Sorted Display Strings Char Sequence entry capitalize Collections sort Collator Instance sorted Entries Values split detail currently dialog Detail Return Country ","typefac listen abl dimens subhead valu chang current sequenc flat size famili background public prefer extra field instanc normal name link widget child index picker string layout input code blue empti void parent fragment attribut dime text hash dialog darken remov view medium length color activ rey collect array creat type entri pre peek light bodi capit util local click collat font hint detail singl rais white countri set header display select bold style variat cach enabl semi button static line default caption ang languag sort context substr return gener pixel true pair edit helper unit tripl resourc categori null char titl element android split word complex lighten region dark"
"org.wordpress.android.util.WPRestClient","public Rest Client Request Queue queue Authenticator authenticator this REST CLIENT VERSIONS version User Agent Word Press Reply comment using Note object https developer wordpress docs post sites posts replies void reply Comment Listener listener Error error String params Hash COMMENT REPLY CONTENT FIELD Content Path null content path format comments Follow given domain follows Site Unfollow mine delete unfollow Update seen timestamp notifications mark Notifications Seen Moderate moderate status themes Themes limit offset current Current stats clicks Stats Clicks geoviews country Geoviews most commented Most Commented blog commenters Commenters referrers Referrers search engine terms Search Engine Terms tags categories Tags Categories authors Authors pages Posts video plays Video Plays summary Summary videos Description rest fields description This method simulating Studio simulator should removed once other implemented final xlstudio apis Async Task Void JSON Object Override protected Background Http Connection conn Buffered Reader line result open Method Property SIMULATOR ACCESS Input Stream while read Line close return catch Exception print Stack Trace Execute Response else Volley execute Make request with Retry Policy retry make Absolute Default TIMEOUT RETRIES BACKOFF MULT Check send POST ","acc absolut thi post stack studiou listen rest user els author trace execut final para current statu protect print volley background moder retri method public path updat field blog error seen object string input version mine client page void close request hash use remov summari overview descript connect conn referr read pre tag mark milt queue content task engin notif buffer implement click properti search timestamp play except sync note countri agent result develop offset site line default reader simul return stream repli catch doc video check format domain authent respons stat studio polici timeout send theme categori null follow word limit delet son term comment overrid"
"org.wordpress.android.util.DialogUtils","public static void show Profile Dialog Context context String title initial Text hint boolean Multiline final Callback callback Layout Inflater layout from View prompt inflate profile dialog null Alert Builder alert find label Edit edit input Utils Empty else Visibility GONE Lines Selection length Cancelable true Positive Button string Interface Click Listener Successful Input Negative cancel create ","string line layout input success builder boolean context profil empti util true listen els void abl visibl final click edit cancel button hint prompt label gone text interfac dialog alert view callback null length titl initi public inflat neg creat select multu posit static"
"org.wordpress.android.util.RateLimitedTask","public Rate Limited Task Seconds void force Last Update Date synchronized boolean return true false null Time Utils seconds Between ","void limit true forc date null synchron time util boolean task return public rate fals updat"
"org.wordpress.android.util.AutolinkUtils","public static String auto Create Links text null return Pattern compile http https mailto Matcher matcher Buffer string while find whitespaces group boolean blacklisted false provider PROVIDERS matches true append Replacement href else Tail ","string mail boolean return true fals els buffer whitespac text null ref matcher auto pattern compil public append blacklist creat tail replac link provid match static"
"org.wordpress.android.util.VolleyUtils","public static String From Volley Error volley JSON Object json null return Utils error status Code network Response data headers content Type Content equals application response catch Unsupported Encoding Exception void cancel Image Requests Queue request Filter filter Override boolean apply instanceof false true Custom HTTP Client Stack Needed Blog current Valid Auth Credentials Http final Context Delayed Hurl ","hurl string custom queue code network client content boolean context stack return util true fals credenti void catch final delay cancel request respons current statu imag appli except volley applic null auto valid unsupport public header type datum instanc son equal blog encod filter error object static overrid"
"org.wordpress.android.util.WPMeShortlinks","Converts base number param return String public static wpme sixtwo double Builder index abcdefghijklmnopqrstuvwxyz ABCDEFGHIJKLMNOPQRSTUVWXYZ append Math floor substring catch Index Bounds Exception UTILS Connot convert null Returns post shortlink blog Blog that contains page Post want calculate returned object empty wpcom jetpack case errors Shortlink Dotcom Flag Jetpack Powered Remote type Name Utils Null Slug Status Enum PUBLISHED length else Double parse Number Format cannot converted Page blogid Text Empty http Word Press instantiate Local Table With Protocol Home ","string floor post builder substr return publish empti util local home page els power catch jet connot para remot short comp format convert com text tabl bound math statu protocol except instanti calcul pack null length menu electroencephalograph public append six slug wpm type pars dot word flag blog base link contain name pre doubl index error object static"
"org.wordpress.android.util.AnalyticsUtils","Utility method refresh mixpanel metadata param username Word Press email address public static void Metadata String Shared Preferences preferences Manager Default Context session Count Analytics Tracker Mixpanel SESSION COUNT boolean User Connected Account Helper Signed Jetpack Pack Blogs version Code Package Utils Version Name Email content Html from replace return split length Bump passed Stat CURRENT blog details into properties bump track With Current Details null Properties attach event Object object Dotcom Flag Powered STATS wpcom Tracking analytics without info Hash BLOG JETPACK else REMOTE Long remote parse catch Number Format Exception reader post Reader Post POST FEED feed ITEM Item ","string addr default attach object reader version code pass packag content post sign boolean mix context return info util count user event els void power manag catch jet account para remot comp format helper detail track analyt stat share refresh current session properti com hash item except pack null length connect method metum public prefer split word datum email replac dot pars flag name blog pre feed bump tracker panel static"
"org.wordpress.android.util.JSONUtilsTest","public void test Query JSON Null Source Utils query Object null Array Return Value ","void son null util valu sourc return public test object queri array"
"org.wordpress.android.util.UrlUtilsTest","public void test Domain From With Empty String Does Return Null assert Utils Host wordpress Returns http host True equals Append Parameter append preview true Equals pony unicorn relative Parameters params Hash failed false Https False build xmlrpc https ","string build unicorn return empti true util fals void para domain poni hash paramet null proxim assert public fail append host word rel equal preview pre test"
"org.wordpress.android.util.ShortcodeUtilsTest","public void test Video Press Shortcode From assert Equals wpvideo abcd Utils Null null Correct Code Invalid other ","void abe code equal video null pre short util invalid assert public test correct"
"org.wordpress.android.util.AppLog","Capture displayed Viewer Activity param enable boolean flag capture Default false pass true recording public static void Recording Enable Sends VERBOSE message Used identify source usually identifies class activity where call occurs would like logged String Utils Null Entry Level DEBUG INFO WARN ERROR exception Throwable Message Stack Trace with volley Error status Code Text Empty return else ","string default code usual cla throw level boolean stack info return empti true util fals els void abl trace occur para sourc record send text verbos statu log except debug volley null activ public call warn display identifi flag entri enabl viewer error messag captur static"
"org.wordpress.android.util.PackageUtils","Return true Debug build false otherwise public static boolean Build return Config DEBUG Package Info Context context Manager manager Name catch Found Exception null version code read Version Code package name string String ","string found version code packag build boolean context return info true fals con manag catch otherwis fig except debug null public read name static"
"org.wordpress.android.util.ProfilingUtils","public static void start String label Instance reset split Label Split dump stop null Profiling Utils init Splits Array List Long Labels else clear return long System Clock elapsed Realtime PROFILING begin final first size prev ","string profil return util list reset els void rev start final label clock intu mealtim size stop dump null begin public array split instanc system elaps static"
"org.wordpress.android.util.StringUtils","public static String merge Arrays array null length return List result retain size convert HTML Tags Upload source replace strong Display asploded split Builder wrapped trimmed append else Integer Hash input Message Digest Instance byte message digest Bytes number catch Such Algorithm Exception UTILS while unescape html Html from Null returns true strings equal boolean equals capitalize final char first Char Character Title Case substring remove Trailing Slash Text Utils Empty ends With Photon image http https Unicode Surrogate Blocks Entities offset codepoint Point current High Emoticons Smilies Code Escaped Count Used language where region displayable with languages name must between characters inclusive empty returned that case recognized link Locale this method given Language languague This ensures output only valid unicode specified standard reference please href will param whose want stripped Valid Characters FFFD FFFF default Value value Number Format long Long Formats quantity using arguments need because translation platform doesn support Android plurals zero desired identifier when exactly other used correct Quantity Context context format ","exactli thi boolean inclus els nicod final para valu convert strip current imag desir size output ref merg method strong valid public etscap append instanc name link algorithm wrap messag string input code photon empti count zero sourc text hash use remov length quantiti ensur specifi array identifi tag smili entiti trail builder capit util list local platform digest upload except integ display block result plural offset surrog static trim pleas default languag translat escap substr context return true argument support correct emot slash catch format recogn null char refer byte duff titl android split replac equal charact explod region standard retain"
"org.wordpress.android.util.GeocoderUtils","public static Geocoder Context context Present return null Locale Default catch Null Pointer Exception cannot Istantiate UTILS Cannot instantiate Address From Coords double latitude longitude address List addresses Location Unable parse response from server service hitting frequently size Name String location Results Failed coordinates locality admin Area country Locality Admin Country equals Latitude Longitude ","string default addr locat adman context return util list local address vocod latitud catch frequent coordin respons pointer servic hit except instanti size null unabl public fail countri pars name result longitud equal doubl curd server static"
"org.wordpress.android.util.ServiceUtils","public static boolean Service Running Context context Class service Activity Manager manager System ACTIVITY SERVICE Info Services Integer VALUE Name equals return true false ","true manag integ system cla name equal run fals boolean context valu info activ return public servic static"
"org.wordpress.android.util.PhotonUtils","public static boolean Mshots final String image return null contains mshots Photon Image width height Quality MEDIUM quality Text Utils Empty scheme index remove Query query strip switch case HIGH break default resize else wordpress Https https substring length ","string default photon boolean substr return empti util els break final shot scheme width strip text resiz imag queri remov null medium length public qualiti word switch contain pre index height static"
"org.wordpress.android.util.UserEmailUtils","primary account return name matches email address pattern found empty string else public static String Primary Email Context context Account Manager null accounts Accounts Pattern Patterns EMAIL ADDRESS matcher catch Security Exception UTILS missing ACCOUNTS permission ","string addr found permiss context return empti util els primari manag catch account secur except null matcher public pattern email miss name match static"
"org.wordpress.android.util.SystemServiceFactory","public static Object Context context String name Factory null System Service Default return ","string default factori system name null context return public servic object static"
"org.wordpress.android.util.NetworkUtils","returns true network connection available public static boolean Network Available Context context Info info Active null Connected user connected Type Connectivity Manager TYPE WIFI airplane mode been enabled Target VERSION CODES JELLY BEAN Suppress Warnings deprecation Airplane Mode Build Settings System Content Resolver AIRPLANE MODE else Global there active otherwise displays toast error false check Connection Toast Utils show string message ","string wife suppr version code network toast airplan content build boolean context jelli return info true util fals user els manag check otherwis deprec avail bean null connect mode activ resolv public set warn type display system target enabl error global messag static"
"org.wordpress.android.util.ToastUtils","public static Toast show Context context string return Duration SHORT duration String toast make Text LENGTH LONG Gravity CENTER ","string durat center toast graviti length short context return public text static"
"org.wordpress.android.util.HtmlUtils","Removes html from passed string relies Html which handles invalid HTML very slow avoid using this where performance important param text String containing return without public static strip final Text Utils Empty trim This much faster than should only used when know since regex will unpredictable Strip last Index replace contains Start Unescape Convert entities actual Unicode characters commons apache lang decoded unicode null Escape unescape Converts color resource context Android Context Color format FFFFFF Resources catch Found Exception script blocks added project after noticing comments posts that Sociable plugin http wordpress plugins sociable have followed CDATA section show href Wordpress Plugin tags Script Builder start index while delete alternative supporting blockquote replacing Emoticons Emojis Image Getter Spannable Handler Runtime runtime With Quote spans Spans length class Flags Foreground remove Spanned ","plug string trim found handl perform ang notic nnabel pass cla thi avoid actual script escap context post return sociabl empti util builder handler faster support emot nicod start runtim catch final para format convert strip text project imag quot resourc span affi except use remov reg foreground slow null ref invalid length section color follow unpredict public decod etscap android common block reli replac word datum delet apach flag charact contain altern pre tag index getter comment entiti static"
"org.wordpress.android.util.MapUtils","public static String final null contains return default Value Integer parse catch Number Format Exception long Long Date Class Cast boolean Bool value Empty false starts With equals Ignore Case true ","string default cla date bolo boolean return empti ignor true fals catch final valu format static cast except integ null public pars equal contain start"
"org.wordpress.android.util.FormatUtils","public static final String format value return Integer Instance Decimal ","string instanc integ decim final valu format return public static"
"org.wordpress.android.util.SystemServiceFactoryAbstract","public Object Context context String name ","public string context object name"
"org.wordpress.android.util.MediaUtils","public static boolean Valid Image String null return false Lower Case ends With jpeg Document docx Powerpoint pptx ppsx Spreadsheet xlsx Video contains video Audio aiff Date long date Simple Format yyyy Locale ENGLISH Time Zone format File state equals queued uploading retry failed Last Recorded Activity activity proj Media Store content EXTERNAL CONTENT sort Order Columns DATE TAKEN DESC Cursor Loader loader cursor Background move First parse Long Minimum Width Context context Stream image Blog Setting Integer VALUE Original Size value catch Number Exception POSTS dimensions Utils Picture Math else media starts true download External cache mime Type Content Resolver android Environment Storage State MEDIA MOUNTED Folder images Directory Word Press Application Cache exists mkdirs Input input open UTILS returned file Name System current Millis Mime Singleton Extension From Output output byte data count while write flush close from Found Malformed stream Bitmap Factory Options options Just Decode Bounds decode original Text Empty Path Guessing encode Connection guessed unknown trying type here with Error Data Ignore extension mimetype split length ","pro post boolean document els spreadsheet dimens ivvyy valu loader current imag math bound move extens size output background retri valid origin public fail unknown path write queu pars blog name singleton error string input found date exist empti extern count fals close record nglish text environ applic medium length connect guess activ decod directori type datum mime system peg option pre encod malform store content util local factori download bitmap time width upload except integ flush resolv disc set pictur cach riff static folder minimum audio sort context return stream true ignor mill power catch doc video midair format storag tri column file cursor null byte android mount word split equal contain zone lower simpl start"
"org.wordpress.android.util.UrlUtils","public static String Encode final text return Encoder encode catch Unsupported Encoding Exception Decode Decoder decode param host from available Empty string otherwise Host null parse Convert names punycode necessary convert Punycode Needed Charset Name ASCII Lower Case starts With http substring else https Remove leading double slash inherit protocol scheme remove Leading Double Slash ends UTILS Invalid used prefix This method must called user entered server fetched ensure client will work expected HTTPS true make with transformed prefixed Scheme boolean Util Valid normalizes primarily comparison purposes example that google contains build intermediates exploded wordpress graphview length create Illegal Argument returns passed without doubleslash index query parameters Query Upon clear Https equals Protocol false version stackoverflow Mime Type extension File Extension From mime Singleton Null Image Text Utils cleaned jpeg append Parameter Value Hash Parameters Builder Entry entry ","thi boolean stack user els final para otherwis valu convert imag extens method valid public append host clean pars normal name index singleton string code expect primarili version client transform empti fals text hash remov view prefix invalid length decod ensur graph comparison creat type puni mime peg entri exampl pre encod doubl call fetch build builder util purpos oogl scheme protocol inherit except overflow set intermedi illeg server enter static lead pass substr return true argument slash catch avail queri paramet file null char unsupport word equal contain explod lower start"
"org.wordpress.android.util.ShortcodeUtils","public static String Video Press Shortcode From video null Empty return wpvideo Code shortcode Regex Pattern pattern compile Matcher matcher find group ","string code pattern reg video null compil pre short matcher return empti public static"
"org.wordpress.android.util.GravatarUtils","Override public String switch this case MYSTERY return STATUS IDENTICON identicon MONSTER monsterid WAVATAR wavatar RETRO retro default blank static Gravatar final image DEFAULT GRAVATAR Default Image Text Utils Empty contains gravatar Photon remove Query From Email email size http Hash Null Integer blavatar Host ","string ident default photon thi return empti util final blank text hash imag statu queri monster integ avatar remov size null public host email retro mysteri switch contain static overrid"
"org.wordpress.android.util.SystemServiceFactoryDefault","public Object Context context String name return System Service ","string system name context return public servic object"
"org.wordpress.android.util.ImageUtils","public static Image Size Context context String path null Bitmap Factory Options options Just Decode Bounds true contains content projection Media Store Images DATA Cursor Content Resolver query move First data Column Index catch Illegal State Exception state Utils class Name querying finally close Text Empty replace media file decode File image Height Width return Orientation Path Stream orientation parse else ORIENTATION Reading UTILS Exif Interface exif Attribute switch case NORMAL ROTATE default download Default Http Client client Request Response response execute status Code Status Line Downloader Error while retrieving bitmap from Entity entity Input input consume abort From http developer android training displaying bitmaps html calculate Sample height width Ratio Math round float Title Span title video Video Thumbnails jpeg thumb Data Resizes placed Post Editor resized target Integer Last Segment Number Format MINI KIND Scaled Longest Side rotation byte bytes create length Byte Array Memory setting percentage Given within maximum param original allowed Resized With exists mime Type Mime equals Extension Lower Case dimensions Temp Output write temp POSTS Failed nbradbury similar more efficient since doesn require passing full array scale double Actual stream proportionate rint Matrix matrix post Rotate Compress Ignore JPEG Rotated Null Pointer thrown internally This should never happen compress recycle Circular output Config ARGB Canvas canvas Paint paint Rect rect Anti Alias draw Color Oval Xfermode Porter Duff Mode Rounded Edge radius Style STROKE Stroke DKGRAY thumbnail either portrait landscape orientations Maximum Display Pixel screen padding ","cla thi post els ratio execut dimens round final scale portrait para fig interfac screen bound imag exit statu move math extens size output cert proportion mode origin public fail path write oval pars normal name index error antu string input thumbnail code client exist thumb empti close canva intern landscap consum request ray attribut text percentag grab calcul paint draw medium length porter color decod allow recycl array creat type datum read mime model option float peg target doubl entiti abort stroke effici store orient content train pad util factori happen download bitmap memori circular width pointer span except integ thrown requir resolv set display maximum compr illeg switch style develop sampl similar tint static alia line default radiu pass place actual context return stream true radburi ignor edg pixel matrix con catch video format respons resiz project mini queri column file cursor null rotat byte duff titl android temp replac retriev editor equal contain height segment lower"
"org.wordpress.android.util.EditTextUtils","returns null text string from passed Text View public static String moves caret void Edit edit Selection length true nothing been entered into editor boolean Empty Utils hide soft keyboard Soft Input Method Manager From Window Token show request Focus SHOW IMPLICIT ","string input window pass implicit boolean return empti true util void manag keyboard edit request hide text move view null token length method public caret select editor focu soft enter static"
"org.wordpress.android.util.ActivityUtils","public static void hide Keyboard Activity activity null Current Focus Input Method Manager input System Service Context INPUT METHOD SERVICE Soft From Window Token HIDE ALWAYS ","void input manag window system null keyboard token alway focu method context hide activ servic public soft current static"
"org.wordpress.android.util.DisplayUtils","public static boolean Landscape Context context null return false Resources Configuration orientation ORIENTATION LANDSCAPE Point Display Pixel Size Window Manager System Service WINDOW SERVICE display Default size Width Height float Metrics final scale scaled Density Typed Value apply Dimension COMPLEX UNIT density Large screen Layout SCREENLAYOUT SIZE MASK XLARGE true returns height Action enabled supports both native Sherlock http stackoverflow Theme resolve Attribute android attr action complex data detect when FEATURE ACTION OVERLAY been Overlay window Feature ","layout default tart window orient boolean context stack return pixel true nativ fals support manag dimens configur final landscap scale detect action valu sherlock attribut width unit servic screen resourc appli theme densiti mask size null metric overflow resolv public featur android type display complex datum system float enabl height overlay static"
